Gene Symbol,Del_diff,Diploid_diff,Gain_diff
BUB3,60.38,-60.87,0.49
C10orf10,65.16,-64.23,-0.93
C10orf103,67.28,-67.0,-0.26
C10orf105,67.64,-67.38,-0.26
C10orf107,67.15,-66.66,-0.49
C10orf108,64.77,-54.55,-10.21
C10orf11,66.73,-66.27,-0.46
C10orf111,65.57,-56.92,-8.65
C10orf113,66.76,-57.61,-9.18
C10orf114,66.59,-57.78,-8.82
C10orf116,65.98,-65.71,-0.27
C10orf118,61.04,-61.56,0.52
C10orf12,65.81,-66.3,0.48
C10orf120,60.55,-60.53,-0.03
C10orf122,60.5,-60.48,-0.03
C10orf125,60.12,-60.07,-0.05
C10orf128,65.97,-65.06,-0.91
C10orf129,66.33,-66.45,0.11
C10orf131,66.15,-66.65,0.48
C10orf136,64.79,-64.06,-0.74
C10orf137,60.33,-60.31,-0.03
C10orf140,66.59,-57.78,-8.82
C10orf2,65.44,-65.76,0.31
C10orf25,65.16,-64.23,-0.93
C10orf26,65.25,-65.35,0.1
C10orf27,67.29,-67.03,-0.26
C10orf28,66.0,-66.33,0.31
C10orf32,65.08,-65.18,0.1
C10orf32-AS3MT,64.88,-64.98,0.1
C10orf35,67.15,-67.06,-0.09
C10orf40,66.81,-66.29,-0.51
C10orf46,61.29,-61.81,0.51
C10orf47,65.76,-56.7,-9.07
C10orf53,66.3,-65.41,-0.91
C10orf54,67.47,-67.38,-0.09
C10orf55,67.28,-67.0,-0.26
C10orf58,66.14,-65.69,-0.47
C10orf62,65.35,-65.83,0.48
C10orf67,66.77,-57.98,-8.8
C10orf68,66.77,-58.14,-8.63
C10orf71,66.14,-65.24,-0.91
C10orf76,65.96,-66.09,0.11
C10orf81,61.21,-61.73,0.52
C10orf82,61.73,-62.07,0.34
C10orf88,60.41,-60.73,0.31
C10orf90,60.19,-60.34,0.14
C10orf91,59.58,-59.92,0.34
C10orf95,65.25,-65.54,0.28
C10orf96,61.7,-61.88,0.17
C10orf99,66.3,-65.66,-0.64
C1QL3,65.76,-56.77,-8.99
CACNB2,66.08,-56.9,-9.18
CALHM1,64.64,-64.93,0.28
CALHM2,64.64,-64.93,0.28
CALHM3,64.81,-64.93,0.11
CALML3,65.03,-55.36,-9.67
CALML5,65.03,-55.36,-9.67
CALY,60.12,-60.07,-0.05
CAMK1D,65.73,-56.7,-9.03
CAMK2G,67.11,-67.0,-0.09
CASC2,61.15,-61.65,0.52
CASP7,61.21,-61.73,0.52
CC2D2B,66.15,-66.65,0.49
CCAR1,67.67,-67.23,-0.44
CCDC147,64.61,-64.93,0.31
CCDC3,65.57,-56.9,-8.67
CCDC6,66.98,-66.29,-0.68
CCDC7,66.77,-57.75,-9.03
CCNJ,66.32,-66.65,0.31
CCNY,66.01,-58.21,-7.8
CDC123,65.95,-56.7,-9.26
CDH23,67.65,-67.55,-0.09
CDHR1,66.1,-65.47,-0.64
CDK1,66.98,-66.47,-0.51
CDNF,65.74,-57.09,-8.65
CELF2,65.23,-56.36,-8.87
CEP55,66.13,-66.26,0.11
CFL1P1,66.51,-66.26,-0.25
CH25H,66.13,-66.26,0.12
CHAT,66.48,-65.58,-0.91
CHCHD1,67.11,-67.0,-0.09
CHST15,60.38,-60.7,0.32
CHST3,67.3,-67.2,-0.09
CHUK,65.98,-66.1,0.11
CISD1,67.15,-66.27,-0.88
CLRN3,60.68,-60.48,-0.2
CNNM1,65.81,-66.13,0.31
CNNM2,65.23,-65.15,-0.08
COL13A1,67.3,-67.03,-0.26
COL17A1,64.62,-64.73,0.11
COMMD3,66.97,-57.78,-9.19
COMMD3-BMI1,66.97,-57.95,-9.01
COMTD1,66.76,-66.49,-0.26
COX15,65.98,-66.13,0.14
CPEB3,65.44,-65.91,0.47
CPN1,65.98,-66.3,0.31
CPXM2,60.38,-60.7,0.31
CREM,66.18,-58.21,-7.97
CRTAC1,65.83,-66.33,0.48
CSGALNACT2,64.44,-63.52,-0.93
CSTF2T,66.48,-65.02,-1.46
CTAGE7P,60.66,-60.46,-0.2
CTBP2,60.5,-60.48,-0.03
CTNNA3,67.72,-67.06,-0.66
CTSL1P2,66.02,-64.92,-1.1
CUBN,65.93,-56.95,-8.99
CUEDC2,65.25,-65.54,0.28
CUL2,66.35,-58.21,-8.14
CUTC,65.98,-66.13,0.14
CUZD1,60.38,-60.7,0.31
CWF19L1,66.18,-66.1,-0.08
CXCL12,65.3,-64.23,-1.08
CYP17A1,65.08,-65.18,0.1
CYP26A1,65.76,-66.06,0.28
CYP26C1,65.76,-66.06,0.28
CYP2C18,66.3,-66.06,-0.25
CYP2C19,66.3,-66.26,-0.06
CYP2C8,66.3,-66.26,-0.06
CYP2C9,66.13,-66.09,-0.06
CYP2E1,59.94,-59.89,-0.05
DCLRE1A,61.21,-61.73,0.52
DCLRE1C,65.74,-57.09,-8.65
DDIT4,67.47,-67.38,-0.09
DDX21,67.32,-67.06,-0.26
DDX50,67.32,-67.06,-0.26
DHTKD1,65.95,-56.7,-9.26
DHX32,60.16,-60.31,0.14
DIP2C,65.1,-54.89,-10.21
DKK1,66.29,-65.02,-1.27
DLG5,66.02,-65.96,-0.07
DMBT1,60.92,-60.9,-0.03
DNA2,67.5,-67.23,-0.26
DNAJB12,67.3,-67.2,-0.09
DNAJC1,66.6,-57.98,-8.62
DNAJC12,67.5,-67.06,-0.44
DNAJC9,67.28,-67.0,-0.26
DNMBP,66.15,-66.3,0.14
DNMBP-AS1,65.98,-66.3,0.31
DNTT,66.32,-66.65,0.31
DOCK1,60.17,-60.48,0.31
DPCD,65.62,-65.91,0.28
DPYSL4,59.77,-60.11,0.34
DRGX,66.14,-65.24,-0.91
DUPD1,67.11,-66.83,-0.27
DUSP13,67.11,-66.83,-0.27
DUSP5,63.45,-63.91,0.46
DUX2|chr10,59.94,-59.89,-0.05
DUX4L2|chr10,59.94,-59.89,-0.05
DUX4L3|chr10,59.94,-59.89,-0.05
DUX4L5|chr10,59.94,-59.89,-0.05
DUX4L6|chr10,59.94,-59.89,-0.05
DUX4L7,59.94,-59.89,-0.05
DUX4|chr10,59.94,-59.89,-0.05
DYDC1,66.14,-65.69,-0.47
DYDC2,66.14,-65.69,-0.47
EBF3,60.83,-60.63,-0.2
EBLN1,66.97,-57.78,-9.19
ECD,67.28,-67.0,-0.26
ECHDC3,65.42,-56.36,-9.07
ECHS1,60.11,-60.07,-0.05
EGR2,67.12,-67.0,-0.12
EIF3A,61.29,-61.81,0.51
EIF4EBP2,67.29,-67.03,-0.26
EIF5AL1,66.32,-65.86,-0.47
ELOVL3,65.6,-65.89,0.28
EMX2,61.34,-61.85,0.52
EMX2OS,61.34,-61.85,0.52
ENKUR,66.45,-58.0,-8.46
ENO4,61.53,-61.88,0.34
ENTPD1,66.32,-66.65,0.31
ENTPD7,65.98,-66.13,0.14
EPC1,66.77,-57.93,-8.85
ERCC6,66.48,-65.58,-0.91
ERLIN1,65.98,-66.1,0.11
EXOC6,65.76,-66.06,0.28
EXOSC1,65.13,-65.44,0.31
FAM107B,65.57,-56.92,-8.64
FAM13C,66.63,-66.12,-0.51
FAM149B1,67.28,-67.0,-0.26
FAM160B1,61.24,-61.76,0.52
FAM170B,65.97,-65.06,-0.91
FAM171A1,65.74,-56.92,-8.82
FAM175B,60.36,-60.51,0.14
FAM178A,65.63,-65.96,0.31
FAM188A,65.39,-56.73,-8.67
FAM190B,66.3,-65.66,-0.64
FAM196A,60.17,-60.31,0.14
FAM204A,60.95,-61.46,0.51
FAM208B,65.22,-55.55,-9.67
FAM213A,66.32,-65.86,-0.47
FAM21A,66.66,-65.39,-1.27
FAM21B,66.48,-65.36,-1.13
FAM21C,66.02,-64.92,-1.1
FAM22A,65.97,-65.71,-0.27
FAM22D,65.97,-65.71,-0.27
FAM24A,60.41,-60.73,0.31
FAM24B,60.38,-60.7,0.31
FAM24B-CUZD1,60.38,-60.7,0.31
FAM25A,65.98,-65.71,-0.27
FAM25B,66.19,-65.26,-0.93
FAM25C,66.19,-65.26,-0.93
FAM25G,66.19,-65.26,-0.93
FAM35A,65.97,-65.71,-0.27
FAM35B,66.02,-64.92,-1.1
FAM35B2,66.02,-64.92,-1.1
FAM45A,61.29,-61.81,0.51
FAM45B|chr10,61.29,-61.81,0.51
FAM53B,60.36,-60.51,0.14
FANK1,59.99,-60.14,0.14
FAS,66.3,-66.26,-0.05
FAS-AS1,66.3,-66.26,-0.05
FBXL15,65.25,-65.54,0.28
FBXO18,65.2,-55.72,-9.48
FBXW4,65.62,-65.91,0.28
FGF8,65.44,-65.91,0.46
FGFBP3,65.61,-65.91,0.29
FGFR2,60.23,-60.9,0.66
FLJ31813,66.66,-65.39,-1.27
FLJ37035,60.33,-60.31,-0.03
FLJ37201,65.62,-65.57,-0.05
FLJ41350,65.62,-65.91,0.28
FLJ45983,65.19,-55.94,-9.26
FLJ46300,60.28,-60.46,0.17
FLJ46361,60.21,-60.53,0.31
FOXI2,61.07,-60.87,-0.2
FRA10AC1,66.16,-66.28,0.11
FRAT1,64.77,-65.27,0.48
FRAT2,64.77,-65.27,0.48
FRG2B,59.94,-59.89,-0.05
FRMD4A,65.39,-56.73,-8.68
FRMPD2,66.16,-65.26,-0.91
FRMPD2P1,66.16,-65.26,-0.91
FUT11,67.11,-67.0,-0.09
FXYD4,64.44,-63.72,-0.74
FZD8,65.82,-58.02,-7.8
GAD2,66.96,-58.54,-8.43
GATA3,65.19,-55.94,-9.26
GBF1,65.6,-65.89,0.28
GDF10,65.82,-65.09,-0.74
GDF2,65.82,-65.09,-0.74
GDI2,65.03,-55.55,-9.48
GFRA1,61.9,-62.07,0.17
GHITM,66.47,-65.83,-0.64
GJD4,66.01,-58.21,-7.8
GLRX3,60.66,-60.46,-0.2
GLUD1,65.97,-65.71,-0.27
GOLGA7B,65.66,-66.16,0.48
GOT1,65.81,-66.13,0.31
GPAM,61.28,-61.98,0.68
GPR123,60.14,-60.09,-0.06
GPR158,66.79,-58.17,-8.63
GPR26,60.38,-60.7,0.31
GPRIN2,66.02,-64.92,-1.1
GRID1,66.01,-65.37,-0.64
GRK5,61.43,-61.59,0.14
GSTO1,64.42,-64.54,0.11
GSTO2,64.42,-64.54,0.11
GTPBP4,64.98,-54.57,-10.41
GUCY2GP,61.26,-61.95,0.68
H2AFY2,67.29,-67.03,-0.27
HABP2,61.4,-61.93,0.51
HECTD2,65.44,-65.91,0.47
HELLS,66.33,-66.45,0.11
HERC4,67.32,-67.06,-0.26
HHEX,65.61,-65.91,0.3
HIF1AN,66.18,-66.3,0.11
HK1,67.32,-67.06,-0.27
HKDC1,67.32,-67.06,-0.26
HMX2,60.38,-60.87,0.49
HMX3,60.38,-60.87,0.49
HNRNPA3P1,64.79,-64.06,-0.74
HNRNPF,64.44,-63.72,-0.74
HNRNPH3,67.67,-67.23,-0.44
HOGA1,65.35,-65.83,0.48
HPS1,65.83,-66.33,0.48
HPS6,65.96,-66.09,0.11
HPSE2,65.8,-66.13,0.31
HSD17B7P2,65.71,-58.92,-6.8
HSPA12A,61.92,-62.07,0.14
HSPA14,65.74,-57.09,-8.65
HTR7,65.28,-65.74,0.47
HTRA1,60.75,-60.9,0.14
IDE,65.61,-65.91,0.3
IDI1,64.81,-54.4,-10.41
IDI2,64.81,-54.4,-10.41
IDI2-AS1,64.81,-54.4,-10.41
IFIT1,66.13,-66.09,-0.05
IFIT1B,66.13,-66.09,-0.05
IFIT2,66.13,-66.09,-0.05
IFIT3,66.13,-66.09,-0.05
IFIT5,66.13,-66.09,-0.05
IKZF5,60.21,-60.53,0.31
IL15RA,65.2,-55.72,-9.48
IL2RA,65.37,-55.92,-9.45
INA,64.64,-64.93,0.28
INPP5A,59.93,-59.89,-0.03
INPP5F,61.61,-61.59,-0.03
IPMK,67.15,-66.27,-0.88
ITGA8,65.57,-56.92,-8.65
ITGB1,66.77,-58.33,-8.44
ITIH2,65.19,-55.94,-9.26
ITIH5,65.37,-55.94,-9.43
ITPRIP,64.42,-64.73,0.31
JAKMIP3,59.95,-60.11,0.17
JMJD1C,67.46,-67.17,-0.3
KAT6B,67.11,-66.83,-0.27
KAZALD1,65.44,-65.93,0.49
KCNIP2,65.62,-65.91,0.28
KCNK18,61.9,-62.24,0.34
KCNMA1,66.71,-66.47,-0.25
KIAA0913,67.11,-67.0,-0.09
KIAA1217,67.14,-58.15,-8.99
KIAA1274,67.29,-67.03,-0.26
KIAA1279,67.32,-67.06,-0.26
KIAA1462,66.94,-57.82,-9.12
KIAA1598,61.53,-61.88,0.34
KIF11,65.61,-65.91,0.3
KIF20B,65.62,-65.57,-0.05
KIF5B,66.77,-57.93,-8.85
KIN,65.19,-55.94,-9.26
KLF6,65.05,-55.19,-9.87
KLLN,66.49,-66.26,-0.25
KNDC1,59.92,-60.07,0.14
LARP4B,65.15,-54.57,-10.58
LBX1,65.62,-65.91,0.28
LCOR,65.98,-66.13,0.14
LDB1,65.79,-66.09,0.28
LDB3,65.49,-65.37,-0.12
LGI1,66.16,-66.28,0.11
LHPP,60.38,-60.7,0.31
LINC00200,64.81,-54.4,-10.41
LINC00202,67.48,-58.49,-9.0
LINC00263,66.18,-66.3,0.11
LINC00264,67.14,-58.71,-8.43
LIPA,66.13,-66.26,0.12
LIPF,66.3,-66.26,-0.05
LIPJ,66.3,-66.26,-0.05
LIPK,66.31,-66.26,-0.05
LIPM,66.31,-66.26,-0.05
LIPN,66.31,-66.26,-0.05
LOC100128054,66.13,-66.26,0.12
LOC100128098,65.94,-56.95,-8.99
LOC100128292,66.02,-65.96,-0.07
LOC100128511,66.76,-57.61,-9.18
LOC100128811,66.62,-58.0,-8.63
LOC100129055,65.71,-59.09,-6.63
LOC100129213,66.28,-57.29,-8.99
LOC100130992,66.77,-57.78,-9.0
LOC100132987,65.34,-65.44,0.1
LOC100133308,65.16,-64.23,-0.93
LOC100169752,60.5,-60.48,-0.03
LOC100188947,65.44,-65.91,0.47
LOC100192204,65.57,-56.92,-8.65
LOC100216001,65.05,-55.38,-9.67
LOC100288974,66.32,-65.86,-0.47
LOC100289509,65.44,-65.91,0.46
LOC100499489,66.8,-57.95,-8.83
LOC100505540,65.29,-65.79,0.48
LOC100505583,66.41,-58.19,-8.22
LOC100505761,65.25,-65.54,0.28
LOC100505839,64.81,-65.11,0.29
LOC100505933,63.81,-64.13,0.31
LOC100506733,65.97,-65.06,-0.91
LOC100506835,64.79,-64.06,-0.74
LOC100506939,66.29,-65.02,-1.27
LOC100507034,64.7,-54.81,-9.89
LOC100507127,65.38,-56.28,-9.09
LOC100507331,67.11,-67.0,-0.09
LOC100507470,66.42,-65.79,-0.64
LOC100507605,67.31,-58.32,-8.99
LOC143188,61.43,-62.12,0.68
LOC170425,66.1,-65.47,-0.64
LOC219347,66.32,-65.86,-0.47
LOC219731,65.76,-56.7,-9.07
LOC220906,67.14,-58.34,-8.79
LOC254312,65.22,-56.36,-8.87
LOC282980,64.84,-54.42,-10.41
LOC282997,63.78,-63.91,0.11
LOC283033,64.79,-63.89,-0.91
LOC283038,60.5,-60.48,-0.03
LOC283050,66.22,-66.49,0.27
LOC283070,65.74,-56.9,-8.84
LOC283089,60.93,-61.25,0.31
LOC338579,65.16,-64.23,-0.93
LOC338588,65.05,-55.38,-9.67
LOC387646,67.48,-58.68,-8.79
LOC387647,66.77,-57.26,-9.51
LOC387723,60.66,-60.46,-0.2
LOC399708,64.49,-54.44,-10.05
LOC399715,65.57,-56.11,-9.45
LOC399744,65.71,-59.12,-6.61
LOC399753,66.16,-65.26,-0.91
LOC399815,60.41,-60.73,0.31
LOC399829,60.14,-60.09,-0.06
LOC439949,65.38,-56.28,-9.09
LOC439950,65.41,-56.56,-8.87
LOC439990,66.32,-65.86,-0.47
LOC439994,65.97,-65.71,-0.27
LOC441666,64.41,-60.55,-3.87
LOC619207,59.94,-59.89,-0.05
LOC642361,66.32,-65.86,-0.47
LOC642826,66.02,-64.92,-1.1
LOC643529,65.61,-65.57,-0.05
LOC643650,66.02,-64.92,-1.1
LOC650623,66.32,-65.86,-0.47
LOC728190,65.97,-65.71,-0.27
LOC728218,65.99,-65.71,-0.27
LOC728407,66.46,-65.22,-1.25
LOC728558,66.15,-66.65,0.48
LOC728640,66.81,-66.09,-0.71
LOC728643,66.02,-64.92,-1.1
LOC728978,67.15,-67.06,-0.09
LOC729020,64.64,-64.93,0.28
LOC729668,66.77,-57.65,-9.12
LOC731789,67.31,-58.71,-8.6
LOC84856,63.93,-63.2,-0.73
LOC84989,67.46,-67.17,-0.29
LOXL4,65.83,-66.33,0.48
LRIT1,66.1,-65.47,-0.64
LRIT2,66.1,-65.47,-0.64
LRRC18,65.79,-64.89,-0.91
LRRC20,67.29,-67.03,-0.26
LRRC27,59.58,-59.92,0.34
LRRTM3,67.54,-66.89,-0.66
LYZL1,66.77,-57.43,-9.34
LYZL2,66.59,-57.68,-8.92
LZTS2,65.44,-65.76,0.31
M1,67.32,-66.64,-0.68
MAP3K8,66.59,-57.65,-8.95
MAPK8,65.99,-65.09,-0.91
MARCH5,65.61,-65.91,0.3
MARCH8,65.33,-64.58,-0.76
MARK2P9,65.61,-65.91,0.3
MARVELD1,65.51,-66.18,0.66
MASTL,67.48,-58.68,-8.79
MAT1A,65.97,-65.52,-0.47
MBL1P,66.32,-65.86,-0.47
MBL2,66.12,-65.22,-0.9
MCM10,65.22,-56.73,-8.5
MCMBP,61.61,-61.59,-0.03
MCU,67.45,-67.18,-0.26
MEIG1,65.74,-57.09,-8.65
METTL10,60.36,-60.51,0.14
MGEA5,65.44,-65.91,0.46
MGMT,60.65,-60.63,-0.03
MICU1,67.3,-67.38,0.08
MINPP1,65.79,-65.71,-0.08
MIR107,65.62,-65.57,-0.05
MIR1256|chr10,67.3,-67.38,0.08
MIR1265,65.58,-56.95,-8.64
MIR1287,65.83,-66.33,0.48
MIR1296,67.29,-67.17,-0.12
MIR1307,64.64,-64.93,0.28
MIR146B,65.25,-65.54,0.28
MIR1915,66.59,-57.78,-8.82
MIR202,59.92,-60.07,0.14
MIR2110,61.04,-61.56,0.52
MIR3155A,65.37,-55.92,-9.45
MIR3155B,65.37,-55.92,-9.45
MIR3156-1,65.16,-64.23,-0.93
MIR3157,66.32,-66.65,0.31
MIR3158-1,65.62,-65.91,0.28
MIR3158-2,65.62,-65.91,0.28
MIR346,66.0,-65.37,-0.64
MIR3663,61.73,-62.07,0.34
MIR378C,60.45,-60.27,-0.2
MIR3924,66.98,-66.27,-0.71
MIR3941,60.75,-60.9,0.14
MIR3944,60.11,-60.07,-0.05
MIR4294,65.79,-64.89,-0.91
MIR4295,61.43,-62.12,0.69
MIR4296,60.53,-60.68,0.14
MIR4297,60.66,-60.63,-0.03
MIR4480,65.56,-56.9,-8.68
MIR4482-1,64.42,-64.54,0.11
MIR4483,61.21,-61.73,0.52
MIR4484,60.16,-60.31,0.14
MIR4675,66.42,-57.43,-8.99
MIR4676,67.28,-67.18,-0.09
MIR4678,65.79,-65.71,-0.08
MIR4679-1,66.3,-66.26,-0.05
MIR4679-2,66.3,-66.26,-0.05
MIR4680,63.61,-63.91,0.28
MIR4681,61.63,-61.61,-0.03
MIR4682,61.24,-61.39,0.14
MIR4683,65.82,-58.02,-7.8
MIR4685,65.83,-66.33,0.48
MIR511-1,66.27,-57.12,-9.17
MIR511-2,66.27,-57.12,-9.17
MIR603,66.94,-58.17,-8.78
MIR604,66.6,-57.26,-9.34
MIR605,66.82,-65.19,-1.63
MIR608,65.44,-65.76,0.31
MIR609,64.59,-64.54,-0.06
MIR936,64.45,-64.73,0.29
MIR938,66.59,-57.26,-9.34
MKI67,60.68,-60.66,-0.03
MKX,67.48,-58.68,-8.79
MLLT10,66.59,-57.78,-8.82
MMP21,60.16,-60.31,0.14
MMRN2,65.97,-65.71,-0.27
MMS19,65.49,-65.82,0.31
MORN4,65.34,-66.01,0.66
MPP7,67.47,-58.68,-8.79
MRC1,66.27,-57.12,-9.17
MRPL43,65.44,-65.76,0.31
MRPS16,67.28,-67.0,-0.26
MSMB,66.46,-65.22,-1.25
MSRB2,66.94,-58.15,-8.8
MTG1,59.94,-59.89,-0.05
MTPAP,66.77,-57.65,-9.12
MTRNR2L5,66.63,-65.92,-0.71
MTRNR2L7,65.32,-58.7,-6.63
MXI1,63.98,-63.94,-0.06
MYO3A,67.13,-58.37,-8.77
MYOF,66.48,-66.43,-0.06
MYOZ1,67.28,-67.0,-0.26
MYPN,67.5,-67.23,-0.27
NANOS1,61.29,-61.81,0.51
NCOA4,66.64,-65.19,-1.44
NDST2,67.11,-67.0,-0.09
NDUFB8,66.18,-66.3,0.11
NEBL,66.76,-57.61,-9.17
NET1,65.2,-55.36,-9.84
NEURL,64.81,-64.93,0.11
NEUROG3,67.15,-67.06,-0.09
NFKB2,65.25,-65.54,0.28
NHLRC2,61.21,-61.73,0.52
NKX1-2,60.38,-60.53,0.14
NKX2-3,65.81,-66.13,0.31
NKX6-2,60.14,-60.09,-0.06
NMT2,65.57,-56.92,-8.65
NOC3L,66.13,-66.26,0.12
NODAL,67.29,-67.03,-0.26
NOLC1,65.79,-66.09,0.28
NPFFR1,67.12,-66.86,-0.26
NPM3,65.44,-65.91,0.46
NPS,60.7,-60.51,-0.2
NRAP,61.4,-61.93,0.52
NRBF2,67.46,-67.0,-0.47
NRG3,65.89,-65.24,-0.64
NRP1,66.75,-58.33,-8.41
NSMCE4A,60.58,-60.9,0.31
NSUN6,66.08,-56.9,-9.18
NT5C2,64.66,-64.96,0.28
NUDT13,67.28,-67.0,-0.26
NUDT5,65.95,-56.7,-9.26
NUDT9P1,65.27,-65.74,0.47
O3FAR1,66.16,-66.28,0.11
OAT,60.55,-60.53,-0.03
OBFC1,64.79,-64.91,0.11
OGDHL,66.48,-65.41,-1.08
OIT3,67.45,-67.18,-0.26
OLAH,65.74,-57.09,-8.65
OPALIN,66.15,-66.48,0.31
OPN4,65.49,-65.2,-0.29
OPTN,65.22,-56.73,-8.5
OR13A1,65.16,-64.4,-0.76
OTUD1,66.94,-57.98,-8.98
P4HA1,67.45,-67.18,-0.26
PANK1,65.62,-65.57,-0.05
PAOX,59.94,-59.89,-0.05
PAPSS2,65.94,-65.89,-0.05
PARD3,65.99,-58.16,-7.83
PARG,66.46,-65.22,-1.25
PAX2,65.98,-66.3,0.31
PBLD,67.5,-67.23,-0.26
PCBD1,67.12,-66.86,-0.26
PCDH15,66.21,-65.14,-1.08
PCGF5,65.27,-65.74,0.47
PCGF6,64.64,-64.93,0.28
PDCD11,64.64,-64.93,0.28
PDCD4,63.61,-63.91,0.28
PDE6C,66.16,-66.28,0.11
PDLIM1,66.33,-66.45,0.11
PDSS1,67.48,-58.71,-8.77
PDZD7,65.44,-65.93,0.49
PDZD8,61.34,-61.85,0.52
PFKFB3,65.37,-55.92,-9.45
PFKP,64.69,-54.61,-10.07
PGAM1,65.13,-65.44,0.31
PGBD3,66.31,-65.41,-0.91
PHYH,65.22,-56.73,-8.5
PHYHIPL,66.63,-66.12,-0.51
PI4K2A,65.34,-66.01,0.66
PIK3AP1,66.15,-66.48,0.31
PIP4K2A,66.77,-57.95,-8.81
PIPSL,65.99,-66.1,0.12
PITRM1,64.7,-54.81,-9.89
PITX3,65.6,-65.89,0.28
PKD2L1,66.18,-66.1,-0.08
PLA2G12B,67.45,-67.18,-0.26
PLAC9,66.32,-65.86,-0.47
PLAU,67.28,-67.0,-0.26
PLCE1,66.13,-66.26,0.12
PLEKHA1,60.75,-60.9,0.14
PLXDC2,66.42,-57.43,-8.99
PNLIP,61.36,-61.71,0.34
PNLIPRP1,61.53,-61.88,0.34
PNLIPRP2,61.73,-62.07,0.34
PNLIPRP3,61.7,-61.88,0.17
POLL,65.62,-65.91,0.28
POLR3A,65.85,-65.78,-0.07
PPA1,67.29,-67.03,-0.26
PPAPDC1A,60.9,-61.05,0.14
PPIF,66.59,-66.66,0.07
PPP1R3C,65.44,-65.91,0.47
